name,category,description,website,pricing,source_url
ClickUp,office-productivity,,,Free,https://www.aixploria.com/en/clickup-brain-ai/
Gamma App,office-productivity,,,Free,https://www.aixploria.com/en/gamma-app/
Notion AI,office-productivity,,,Free,https://www.aixploria.com/en/notion-ai/
Make,office-productivity,,,Free,https://www.aixploria.com/en/make-ai-automation/
Notion Business,office-productivity,,,Free,https://www.aixploria.com/en/notion-for-startups-business-ai/
FireFlies,office-productivity,,,Free,https://www.aixploria.com/en/fireflies/
NotebookLM,office-productivity,5/5,,Free,https://www.aixploria.com/en/notebooklm-ai-google/
AI Calendar ClickUp,office-productivity,,,Free,https://www.aixploria.com/en/ai-calendar-clickup/
SlideSpeak AI,office-productivity,5/5,,Free,https://www.aixploria.com/en/slidespeak-ai-presentation-powerpoint/
WorkPPT,office-productivity,,,Free,https://www.aixploria.com/en/workppt-ai/
ChatSonic,chatbots-virtual-companions,,,Free,https://www.aixploria.com/en/chatsonic/
Chat with RTX by Nvidia,chatbots-virtual-companions,5/5,,Free,https://www.aixploria.com/en/chat-with-rtx-by-nvidia-ai/
Andi,chatbots-virtual-companions,,,Free,https://www.aixploria.com/en/andi/
PionexGPT,chatbots-virtual-companions,5/5,,Free,https://www.aixploria.com/en/pionexgpt/
Easy-Peasy AI,chatbots-virtual-companions,,,Free,https://www.aixploria.com/en/easy-peasy-ai/
Echowin AI,chatbots-virtual-companions,,,Free,https://www.aixploria.com/en/echowin-ai-beta/
Ninja AI,chatbots-virtual-companions,,,Free,https://www.aixploria.com/en/ninja-ai/
Delphi AI,chatbots-virtual-companions,,,Free,https://www.aixploria.com/en/delphi-ai-clone/
Uncensored.com,chatbots-virtual-companions,,,Free,https://www.aixploria.com/en/uncensored-com/
Luma AI,chatbots-virtual-companions,5/5,,Free,https://www.aixploria.com/en/luma-ai-serviceaide/
Suno AI V5,music-audio,,,Free,https://www.aixploria.com/en/chirp-suno-ai/
Lyria 3,music-audio,,,Free,https://www.aixploria.com/en/lyria-3-music-google-deepmind/
Eleven Music,music-audio,,,Free,https://www.aixploria.com/en/eleven-music-by-elevenlabs-ai/
Udio,music-audio,,,Free,https://www.aixploria.com/en/udio-ai-music-generator/
Voicemy.ai,music-audio,,,Free,https://www.aixploria.com/en/voicemy-ai/
AIVA,music-audio,,,Free,https://www.aixploria.com/en/aiva/
Producer.ai,music-audio,,,Free,https://www.aixploria.com/en/producer-ai-music/
Mubert AI,music-audio,,,Free,https://www.aixploria.com/en/mubert-ai/
Beatoven,music-audio,,,Free,https://www.aixploria.com/en/beatoven/
YuE AI,music-audio,,,Free,https://www.aixploria.com/en/yue-ai-music-generator-free/
Fineshare Singify,music-audio,5/5,,Free,https://www.aixploria.com/en/fineshare-singify/
AirMusic,music-audio,,,Free,https://www.aixploria.com/en/airmusic-ai/
Adobe Podcast,voice-generation-conversion,5/5,,Free,https://www.aixploria.com/en/adobe-podcast/
CloneDub,voice-generation-conversion,5/5,,Free,https://www.aixploria.com/en/clonedub/
Jammable,voice-generation-conversion,,,Free,https://www.aixploria.com/en/jammable-ai-voicify/
Vocal Remover,voice-generation-conversion,,,Free,https://www.aixploria.com/en/vocalremover/
Covers AI,voice-generation-conversion,,,Free,https://www.aixploria.com/en/covers-ai/
Audio Editor by Veed,voice-generation-conversion,,,Free,https://www.aixploria.com/en/audio-editor-by-veed-ai/
Audio Cleaner AI,voice-generation-conversion,,,Free,https://www.aixploria.com/en/audio-cleaner-ai/
AI Dubbing by ElevenLabs,voice-generation-conversion,,,Free,https://www.aixploria.com/en/ai-dubbing-by-elevenlabs/
Voicemod,voice-generation-conversion,4/5,,Free,https://www.aixploria.com/en/voicemod/
Voice AI,voice-generation-conversion,,,Free,https://www.aixploria.com/en/voice-ai/
Perplexity AI,education-translation,,,Free,https://www.aixploria.com/en/perplexity-ai/
Deepl,education-translation,5/5,,Free,https://www.aixploria.com/en/deepl/
Liner AI,education-translation,,,Free,https://www.aixploria.com/en/liner-ai-search-assistant/
Coursera,education-translation,,,Free,https://www.aixploria.com/en/coursera-ai/
QuizLet,education-translation,5/5,,Free,https://www.aixploria.com/en/quizlet-ai/
Unstuck AI,education-translation,,,Free,https://www.aixploria.com/en/unstuck-ai/
AI Course Creator,education-translation,,,Free,https://www.aixploria.com/en/ai-course-creator-eskilled/
Semantic Scholar,education-translation,5/5,,Free,https://www.aixploria.com/en/semantic-scholar-ai-search-engine/
Social Content AI,social-media,,,Free,https://www.aixploria.com/en/ai-social-content-by-semrush/
Semrush Social Toolkit,social-media,,,Free,https://www.aixploria.com/en/semrush-social-ai/
PimEyes,social-media,,,Free,https://www.aixploria.com/en/pimeyes/
Moltbook,social-media,,,Free,https://www.aixploria.com/en/moltbook/
Argil AI,social-media,,,Free,https://www.aixploria.com/en/argil/
Taplio,social-media,5/5,,Free,https://www.aixploria.com/en/taplio/
Faceless.video,social-media,,,Free,https://www.aixploria.com/en/faceless-video/
EasyComment,social-media,,,Free,https://www.aixploria.com/en/easycomment-ai/
Opus Clip,social-media,,,Free,https://www.aixploria.com/en/opus-clip/
Woebot Health,health-wellness,,,Free,https://www.aixploria.com/en/woebot-health/
Beducated,health-wellness,4/5,,Free,https://www.aixploria.com/en/beducated/
Be My Eyes,health-wellness,,,Free,https://www.aixploria.com/en/be-my-eyes/
Google MedASR,health-wellness,,,Free,https://www.aixploria.com/en/google-medasr-ai/
Facial Assessment Tool,health-wellness,4/5,,Free,https://www.aixploria.com/en/facial-assessment-tool/
MedLM by Google,health-wellness,,,Free,https://www.aixploria.com/en/medlm-by-google/
ChatGPT Health,health-wellness,,,Free,https://www.aixploria.com/en/chatgpt-health-ai/
Claude Healthcare,health-wellness,,,Free,https://www.aixploria.com/en/claude-healthcare-ai/
Tempus AI,health-wellness,,,Free,https://www.aixploria.com/en/tempus-ai-health-medicine/
Sugar Free,health-wellness,,,Free,https://www.aixploria.com/en/sugar-free-ai-food-scanner/
QuitPorn,health-wellness,,,Free,https://www.aixploria.com/en/quitporn-ai-therapy/
Medeloop,health-wellness,,,Free,https://www.aixploria.com/en/medeloop/
Photoshop AI,art-creative-design,5/5,,Free,https://www.aixploria.com/en/photoshop-ai-tools/
Lexica.art,art-creative-design,,,Free,https://www.aixploria.com/en/lexica/
Krea.ai,art-creative-design,,,Free,https://www.aixploria.com/en/krea/
ArtFlow AI,art-creative-design,4/5,,Free,https://www.aixploria.com/en/artflow-ai/
Dreamina AI,art-creative-design,,,Free,https://www.aixploria.com/en/dreamina-ai-capcut/
Civitai,art-creative-design,,,Free,https://www.aixploria.com/en/civitai/
Night Café,art-creative-design,,,Free,https://www.aixploria.com/en/night-cafe/
Adobe Illustrator,art-creative-design,,,Free,https://www.aixploria.com/en/adobe-illustrator-ai/
Openart,art-creative-design,5/5,,Free,https://www.aixploria.com/en/openart/
Creatra Art,art-creative-design,,,Free,https://www.aixploria.com/en/creatra-art-ai/
NVIDIA Earth-2,research-data-analysis,,,Free,https://www.aixploria.com/en/nvidia-earth-2/
WolframAlpha,research-data-analysis,,,Free,https://www.aixploria.com/en/wolframalpha/
Consensus,research-data-analysis,5/5,,Free,https://www.aixploria.com/en/consensus/
Scite.ai,research-data-analysis,,,Free,https://www.aixploria.com/en/scite-ai/
BlackRock AI Labs,research-data-analysis,,,Free,https://www.aixploria.com/en/blackrock-ai-labs/
Jenny AI,research-data-analysis,,,Free,https://www.aixploria.com/en/jenny-ai/
NVIDIA Cosmos,research-data-analysis,,,Free,https://www.aixploria.com/en/nvidia-cosmos/
Prism OpenAI,research-data-analysis,,,Free,https://www.aixploria.com/en/prism-openai/
Magic by Shopify,business-management,,,Free,https://www.aixploria.com/en/magic-by-shopify-ai/
Pipedrive,business-management,,,Free,https://www.aixploria.com/en/pipedrive-crm/
Databricks,business-management,,,Free,https://www.aixploria.com/en/databricks-ai/
